Documento;Perplejidad;Burstiness;TTR;MTTR;Hapax_Ratio;Yule_K;MLS;CV_MLS;Flesch_Kincaid;FK_Varianza;Coherencia_Sem;Coherencia_Var;Ratio_Func_Cont;Clasificacion;Probabilidad_Humano
a5891acf-d621-49f3-9354-e49ee8db60b6;129.18;0.281;0.672;0.860;58.6%;107.16;20.6;0.281;15.3;430.426;0.313;0.018;0.406;HUMANO;65.0%
a58a17e0-b56d-46a1-8948-cf408aebe59f;84.21;0.503;0.580;0.795;45.5%;163.04;19.3;0.503;30.4;189.765;0.309;0.029;0.455;HUMANO;85.0%
a58be07f-f5ec-4624-9551-286c3308d435;94.43;0.253;0.619;0.810;52.9%;175.36;19.5;0.253;16.0;1107.539;0.317;0.014;0.434;HUMANO;65.0%
a58c37ae-7c7a-4bc8-9ef7-c69959cab0c6;139.78;0.272;0.627;0.795;51.6%;154.60;21.7;0.272;19.1;305.428;0.356;0.021;0.429;HUMANO;65.0%
a594b3a2-b566-4b35-9ccc-ba82c6198929;129.59;0.487;0.665;0.800;56.1%;140.54;16.5;0.487;22.9;120.880;0.321;0.020;0.470;HUMANO;95.0%
a5976f52-30ba-43ac-a548-e0eeae012873;163.56;0.239;0.649;0.785;54.8%;163.90;21.1;0.239;18.2;230.940;0.397;0.028;0.434;IA;45.0%
a599451d-78a1-43c2-8892-61cdc195ec72;164.51;0.190;0.651;0.800;55.0%;181.97;21.2;0.190;16.5;87.629;0.299;0.022;0.455;IA;45.0%
a59d3b48-25d1-463d-888a-8289c57798a4;57.83;0.362;0.610;0.790;49.8%;154.51;22.9;0.362;17.0;100.423;0.342;0.025;0.454;HUMANO;85.0%
a59f4c1c-e4a1-4347-88be-1391e20e1553;66.60;0.175;0.645;0.832;53.4%;123.83;20.4;0.175;21.0;222.248;0.410;0.008;0.435;HUMANO;60.0%
a5a0f39a-4a94-4d01-9cae-b2dfe56139e7;85.15;0.383;0.655;0.793;54.8%;188.96;25.3;0.383;8.5;317.127;0.402;0.027;0.429;HUMANO;85.0%
a5a2e760-ffdf-461e-ba90-22e8414f7b80;105.09;0.258;0.641;0.793;50.5%;133.46;19.6;0.258;3.4;202.220;0.430;0.023;0.417;HUMANO;65.0%
a5a3c90a-8b06-4b23-b2ff-616825c396ca;83.04;0.383;0.566;0.756;44.9%;174.22;25.0;0.383;24.9;164.261;0.423;0.008;0.457;HUMANO;75.0%
a5ab85db-fdfc-4b58-b33b-ab5fd18d04c3;132.39;0.481;0.696;0.827;61.3%;133.38;16.4;0.481;23.3;997.968;0.319;0.021;0.412;HUMANO;95.0%
a5bf12b3-cb04-483e-9370-e7129fc8a057;122.21;0.351;0.670;0.840;56.5%;119.09;18.0;0.351;22.1;467.516;0.310;0.030;0.387;HUMANO;85.0%
a5bf6f1f-88d7-4ef7-8451-bb3150d45bab;61.73;0.234;0.602;0.780;48.8%;145.42;22.9;0.234;13.0;232.657;0.323;0.013;0.443;HUMANO;60.0%
a5c3dfda-a19e-4d57-9b6f-3b1d76742eaa;126.49;0.372;0.676;0.850;56.4%;102.85;17.9;0.372;19.3;361.741;0.355;0.042;0.392;HUMANO;85.0%
a5c54899-3e08-46be-891c-5c1f234b8fc3;56.63;0.366;0.629;0.790;53.5%;151.27;18.1;0.366;30.8;303.945;0.347;0.019;0.437;HUMANO;85.0%
a5c99a46-d7ca-4c97-be63-419a7432ce98;108.30;0.448;0.655;0.820;51.6%;99.74;14.1;0.448;24.2;437.251;0.225;0.037;0.422;HUMANO;95.0%
a5c9e878-662b-4ea7-ba49-5f4ff2bf0b41;116.85;0.385;0.644;0.805;53.2%;173.71;18.7;0.385;25.6;87.182;0.292;0.022;0.410;HUMANO;85.0%
a5d2a8fc-6f4d-4109-b496-bbc14523ba1a;191.14;0.581;0.655;0.844;54.0%;119.20;20.5;0.581;12.8;306.325;0.205;0.016;0.402;HUMANO;80.0%
a5d95986-cb41-49e6-8905-6bac3d3d3d13;64.57;0.492;0.655;0.800;55.4%;145.27;17.0;0.492;16.9;318.735;0.248;0.034;0.458;HUMANO;95.0%
a5e11320-f346-49d8-be73-6b1ef5bf1913;146.90;0.569;0.661;0.813;54.8%;119.76;14.4;0.569;31.9;572.660;0.272;0.018;0.452;HUMANO;95.0%
a5e635a0-e6e5-4ac2-8b8e-a87fda37ec5a;117.26;0.703;0.662;0.813;56.4%;148.85;17.7;0.703;24.8;285.124;0.213;0.021;0.477;HUMANO;95.0%
a5e6cc5e-4301-44d4-99b0-179f2bec183d;83.50;0.358;0.629;0.835;50.4%;118.75;17.4;0.358;8.3;383.773;0.285;0.021;0.392;HUMANO;85.0%
a5ebf4a0-57fa-4993-a3bd-b0aebe4fe839;79.85;0.348;0.665;0.835;55.7%;103.38;20.8;0.348;18.0;629.930;0.351;0.038;0.374;HUMANO;75.0%
a5ef4261-c9b8-4d80-be3f-e2b8c718018b;120.59;0.426;0.584;0.776;46.8%;156.80;21.4;0.426;25.5;783.937;0.268;0.014;0.476;HUMANO;85.0%
a5f2318b-c7a8-4acd-892a-5e9364a5671d;80.24;0.408;0.682;0.800;56.4%;125.46;18.4;0.408;20.8;734.550;0.317;0.034;0.413;HUMANO;95.0%
a5f71aae-2051-47af-bb4d-076a73d5b0e5;96.06;0.309;0.609;0.815;48.3%;150.06;18.9;0.309;6.7;583.582;0.310;0.033;0.433;HUMANO;75.0%
a5f7cf87-c034-4a45-b001-1779edfb0e34;127.31;0.348;0.642;0.800;53.1%;110.76;17.5;0.348;20.2;422.004;0.346;0.028;0.412;HUMANO;75.0%
a5fd27c9-a786-4b82-89fa-8541baa5a0e7;88.50;0.206;0.639;0.820;51.0%;129.40;18.5;0.206;13.0;303.982;0.361;0.019;0.406;HUMANO;60.0%
a6011507-a439-49e6-bbdb-a5766f571f47;80.81;0.271;0.599;0.780;50.2%;218.77;26.9;0.271;23.6;624.742;0.317;0.027;0.415;IA;55.0%
a60191fe-5abc-4ca3-a1d2-1ac9ce3ed4f3;69.61;0.232;0.635;0.800;52.0%;152.50;22.3;0.232;15.5;382.785;0.317;0.042;0.440;HUMANO;60.0%
a601d33c-cf42-4217-8f4d-f796fdcf6fa1;84.31;0.727;0.673;0.825;54.8%;89.62;13.8;0.727;1.0;625.470;0.248;0.014;0.369;HUMANO;95.0%
a6104e44-c03c-4d29-9e10-349629e98f79;104.49;0.288;0.709;0.887;58.8%;74.75;20.4;0.288;4.1;663.576;0.285;0.030;0.382;HUMANO;65.0%
a610f808-406a-491f-8e0c-f037a3ded79a;134.62;0.457;0.647;0.800;52.2%;130.74;12.1;0.457;22.5;1249.224;0.363;0.013;0.371;HUMANO;95.0%
a6152ae4-72a1-429b-91cf-5ccbbaf0568c;157.51;0.340;0.732;0.850;61.6%;82.97;17.5;0.340;2.3;746.919;0.327;0.020;0.370;HUMANO;60.0%
a61a2059-9d7f-47e1-b38a-99ccdf547145;103.81;0.272;0.685;0.810;57.5%;144.50;18.6;0.272;29.9;441.146;0.358;0.041;0.415;HUMANO;65.0%
a61b2d51-d39e-405b-bf28-d04ea728c555;80.13;0.237;0.650;0.835;53.5%;129.97;21.9;0.237;12.3;407.824;0.411;0.020;0.447;HUMANO;60.0%
a61b8825-b098-40af-b320-2fa9a6c20e03;86.63;0.430;0.610;0.820;49.4%;118.36;18.6;0.430;22.3;275.977;0.352;0.024;0.479;HUMANO;95.0%
a61f0b0b-6c5c-4473-a935-f021bdba2824;120.11;0.372;0.665;0.835;55.0%;132.00;22.9;0.372;18.9;279.190;0.291;0.021;0.410;HUMANO;85.0%
a6242976-915e-4754-a020-62f683adfbbf;98.85;0.680;0.628;0.810;51.3%;159.98;14.8;0.680;25.6;986.165;0.293;0.023;0.427;HUMANO;95.0%
a6273cbd-dfe5-4544-9c04-7577ad329bbb;85.85;0.356;0.714;0.853;61.5%;125.77;18.0;0.356;16.8;251.239;0.300;0.023;0.410;HUMANO;85.0%
a62c90e9-85eb-4a60-8e8b-82d2bc523df5;145.57;0.329;0.686;0.853;59.2%;122.26;16.0;0.329;16.1;1052.313;0.358;0.010;0.424;HUMANO;75.0%
a6327529-9a37-4cb4-99d2-6dfffb987aaf;144.55;0.188;0.671;0.840;54.5%;148.45;18.8;0.188;8.6;284.669;0.198;0.027;0.431;HUMANO;60.0%
a63cd85b-e952-41fd-a8e6-765bc966a2df;82.03;0.496;0.675;0.800;55.0%;147.36;17.0;0.496;16.0;742.034;0.353;0.017;0.417;HUMANO;95.0%
a63d21ab-8be3-4085-ac42-f336572e37a5;67.97;0.434;0.628;0.780;51.8%;143.43;22.2;0.434;20.6;78.169;0.408;0.033;0.462;HUMANO;95.0%
a63db231-f66b-45a4-8d27-589e56eedb54;162.47;0.498;0.688;0.833;57.0%;116.20;20.9;0.498;6.5;679.213;0.294;0.025;0.392;HUMANO;80.0%
a64205a9-f6ac-4241-9604-c787c53778a4;96.98;0.384;0.684;0.813;59.7%;117.66;22.0;0.384;7.2;463.069;0.371;0.044;0.423;HUMANO;85.0%
a64238b6-a520-4a78-975a-5897ea43a769;79.32;0.477;0.579;0.803;47.7%;151.71;18.1;0.477;22.5;871.861;0.287;0.028;0.451;HUMANO;85.0%
a64a72a2-58a7-46b3-bff5-c451558dd538;117.09;0.291;0.629;0.810;51.0%;158.28;21.2;0.291;14.5;260.491;0.396;0.037;0.438;HUMANO;65.0%
a64c290e-7a83-40ad-8042-f6d6d54f7aed;112.53;0.240;0.696;0.807;57.7%;109.13;18.7;0.240;17.6;236.068;0.337;0.038;0.429;HUMANO;60.0%
a6527e36-03ac-4335-a413-b738db0947f1;61.16;0.638;0.653;0.720;51.6%;199.01;17.9;0.638;25.6;956.301;0.355;0.014;0.427;HUMANO;95.0%
a652a7c6-ab04-4533-b914-e30c77b4f1a1;140.77;0.331;0.689;0.833;56.1%;110.80;20.8;0.331;15.0;179.396;0.325;0.044;0.415;HUMANO;75.0%
a658edf2-54d0-4451-a3f1-b6221d2f7394;199.34;0.214;0.645;0.840;53.5%;123.62;16.5;0.214;19.2;532.283;0.297;0.011;0.396;IA;45.0%
a659f4c8-0d64-4192-817e-0169f72e162f;126.85;0.487;0.695;0.820;61.5%;133.44;19.6;0.487;18.3;438.401;0.298;0.033;0.466;HUMANO;95.0%
a65c356d-f13f-47df-9b63-61879bdbc1c6;105.76;0.496;0.667;0.795;53.9%;117.60;14.7;0.496;18.3;435.018;0.358;0.019;0.374;HUMANO;95.0%
a65ea5d4-595a-4c5e-bbce-3649d8950366;112.17;0.289;0.653;0.856;55.7%;127.99;19.6;0.289;25.9;374.663;0.242;0.012;0.435;HUMANO;65.0%
a66ca50e-0adc-4498-ab3b-31443a277b06;161.48;0.222;0.675;0.840;55.5%;92.00;22.7;0.222;2.8;219.255;0.444;0.020;0.400;IA;45.0%
a672e2ad-2928-4e11-8012-1d286c503c06;155.59;0.399;0.667;0.825;55.4%;105.90;17.4;0.399;18.7;383.046;0.368;0.017;0.367;HUMANO;70.0%
a672f3b0-5cea-4666-b2cc-470807e0d55b;96.39;0.394;0.578;0.780;46.0%;139.22;20.0;0.394;14.9;802.400;0.397;0.037;0.460;HUMANO;75.0%
a674eb5d-db58-42b8-95f0-626d33c090f8;88.00;0.383;0.715;0.820;60.3%;102.63;19.5;0.383;4.8;183.564;0.232;0.013;0.377;HUMANO;85.0%
a67790be-cb12-472e-8386-f27930603992;81.43;0.354;0.615;0.824;50.6%;125.06;20.3;0.354;31.5;201.696;0.313;0.035;0.455;HUMANO;85.0%
a6834f3a-42de-4e2a-a9c7-afba25c869fe;108.70;0.316;0.610;0.790;48.9%;155.24;20.5;0.316;19.4;126.716;0.327;0.018;0.430;HUMANO;75.0%
a68ca84a-218d-4d87-91c5-886644f20fc6;88.88;0.391;0.607;0.813;46.6%;152.76;20.4;0.391;21.5;236.450;0.408;0.016;0.421;HUMANO;85.0%
a68ccd01-38b5-4783-9d28-74ea36ee97b3;69.59;0.294;0.626;0.808;51.5%;118.13;21.9;0.294;16.7;318.689;0.357;0.018;0.387;HUMANO;65.0%
a68e014c-db82-4153-a645-73783ddca285;75.84;0.415;0.682;0.813;58.5%;139.46;19.8;0.415;6.3;632.628;0.410;0.033;0.426;HUMANO;95.0%
a69b89c1-111c-49ca-892f-c5fe3f318886;97.29;0.365;0.659;0.820;50.8%;121.72;20.3;0.365;9.1;307.265;0.267;0.033;0.374;HUMANO;85.0%
a69dd8e2-0902-4fd3-adfc-fbaf90197bb2;100.56;0.518;0.745;0.853;64.8%;106.52;16.6;0.518;13.7;609.980;0.310;0.016;0.352;HUMANO;95.0%
a69df6f4-ca83-4ff1-90ac-a266eb5ba88b;103.65;0.396;0.665;0.813;55.9%;130.15;19.3;0.396;18.9;297.658;0.337;0.023;0.394;HUMANO;85.0%
a6a1a840-f8c7-40ee-b509-37ce44ab4028;155.97;0.460;0.655;0.815;54.4%;139.98;16.2;0.460;29.7;560.546;0.297;0.031;0.437;HUMANO;80.0%
a6abf8b2-e8a4-4df1-8cdb-0fb10192f716;134.79;0.589;0.663;0.840;52.9%;122.36;16.3;0.589;14.0;1156.695;0.258;0.029;0.413;HUMANO;95.0%
a6bd6413-909c-4943-b84d-7a429cfcefaf;143.69;0.324;0.669;0.835;56.9%;140.75;20.1;0.324;21.6;447.523;0.248;0.023;0.385;HUMANO;75.0%
a6c5cb48-3026-4c61-8904-acebf58604b3;182.64;0.563;0.715;0.867;61.1%;83.22;11.8;0.563;14.3;2342.139;0.337;0.023;0.332;HUMANO;80.0%
a6c9d60a-bbd6-4702-a39a-92aa319826db;56.79;0.337;0.556;0.732;45.1%;203.11;18.6;0.337;6.9;343.138;0.366;0.033;0.440;HUMANO;65.0%
a6ce7e96-5707-41b8-b23d-0f879db770b6;97.05;0.228;0.699;0.827;59.0%;101.57;21.8;0.228;-8.8;353.872;0.332;0.013;0.405;HUMANO;60.0%
a6d0ffdf-0b42-4df9-bc8b-00e683f0283d;82.11;0.408;0.623;0.790;50.0%;199.54;19.2;0.408;11.4;850.087;0.274;0.020;0.389;HUMANO;95.0%
a6d19fc5-fc9a-4cc5-a73c-835a1bd7d7bc;109.59;0.478;0.785;0.820;68.5%;81.66;18.6;0.478;3.8;435.966;0.299;0.014;0.346;HUMANO;95.0%
a6d62ecf-d715-4922-85a9-c2999f30f905;56.54;0.372;0.655;0.815;54.3%;113.41;20.4;0.372;-1.0;1524.542;0.260;0.020;0.381;HUMANO;85.0%
a6d94a7a-fdce-47f4-b587-d245b746f561;115.93;0.360;0.667;0.835;57.1%;131.36;17.1;0.360;20.8;722.329;0.263;0.025;0.411;HUMANO;85.0%
a6dde8cc-6015-4e3c-8fa5-d66595741cba;67.46;0.295;0.692;0.845;59.5%;94.08;18.3;0.295;14.0;919.047;0.307;0.022;0.368;HUMANO;65.0%
a6f0e78e-b87b-4a8e-a4f0-16f18f9a10d7;129.41;0.331;0.728;0.830;62.4%;103.68;21.0;0.331;19.0;429.939;0.288;0.015;0.432;HUMANO;75.0%
a6fdd39a-7254-45d8-b3c6-1a8c8685e5af;140.31;0.366;0.703;0.860;58.9%;92.91;17.2;0.366;21.5;551.673;0.382;0.059;0.400;HUMANO;85.0%
a6ff7f15-271d-40e3-9af5-0f0ee312e693;90.92;0.090;0.753;0.800;67.0%;123.29;24.8;0.090;-0.3;329.851;0.324;0.025;0.402;IA;60.0%
a70f18e8-f0e3-42fe-b8dc-471627fe2a12;51.65;0.313;0.698;0.780;59.7%;120.08;15.6;0.313;6.1;918.420;0.304;0.015;0.403;HUMANO;75.0%
a70fbef6-54c0-4aa1-bef2-24ad2d33fd9a;128.22;0.278;0.579;0.788;45.4%;145.70;18.3;0.278;20.9;565.255;0.323;0.020;0.454;IA;55.0%
a711e9cd-c14c-4105-a26d-9c9ca5e4521d;116.96;0.378;0.593;0.804;46.9%;147.83;23.4;0.378;12.1;365.442;0.389;0.018;0.447;HUMANO;75.0%
a71864f6-9c04-4508-8e8d-2270e7d8843c;78.94;0.237;0.572;0.773;45.6%;193.83;26.1;0.237;12.9;534.503;0.467;0.005;0.489;IA;50.0%
a71ad9cc-82f5-4526-a2fb-62a6cdae83ae;97.42;0.509;0.616;0.810;49.6%;179.37;16.4;0.509;17.5;693.389;0.288;0.011;0.406;HUMANO;95.0%
a71e415b-4b78-4a47-b5f6-d349ce1af05c;116.06;0.317;0.683;0.820;58.8%;113.43;18.7;0.317;20.5;406.735;0.360;0.016;0.421;HUMANO;75.0%
a725fcb9-3120-436d-8464-a61fcdc4e2c8;139.52;0.268;0.691;0.820;59.6%;122.23;19.4;0.268;18.9;380.107;0.417;0.030;0.388;HUMANO;65.0%
a726053b-cc2d-4205-acf7-e48916460b98;176.26;0.368;0.622;0.810;49.3%;122.07;16.5;0.368;24.2;463.174;0.326;0.041;0.387;HUMANO;70.0%
a727b9d2-c891-40d0-b1e3-98e28ad12989;133.27;0.494;0.675;0.847;57.1%;112.39;16.4;0.494;28.7;892.461;0.314;0.029;0.435;HUMANO;95.0%
a730cbbc-adff-4981-9bb1-771018efd6ef;146.88;0.367;0.684;0.813;58.5%;113.29;21.4;0.367;20.7;433.028;0.327;0.039;0.404;HUMANO;85.0%
a73269a3-dc0c-4e77-b130-186a0d4ba254;83.61;0.252;0.651;0.820;52.7%;133.75;21.2;0.252;22.5;97.569;0.240;0.026;0.414;HUMANO;65.0%
a73a9eaf-79f5-430e-ac6a-d8ae83501395;174.08;0.351;0.698;0.807;60.3%;145.45;20.3;0.351;15.2;314.495;0.377;0.027;0.407;HUMANO;70.0%
a73aad86-9995-43eb-aac3-273b1b4f8bc8;130.83;0.283;0.698;0.840;61.0%;117.08;18.4;0.283;28.9;1110.472;0.197;0.033;0.390;HUMANO;65.0%
a73e618b-feca-46d4-8aff-a57c871e01e3;112.62;0.453;0.621;0.832;51.9%;130.23;16.7;0.453;19.0;292.900;0.336;0.022;0.430;HUMANO;95.0%
a7509704-2f51-4e03-b50e-94447fbcbcda;110.48;0.274;0.632;0.825;51.4%;141.95;16.5;0.274;14.6;254.479;0.340;0.040;0.425;HUMANO;65.0%
a7513c14-6ddb-4016-92a5-015633dde8f6;63.70;0.201;0.613;0.765;50.7%;149.08;22.3;0.201;13.5;188.839;0.453;0.028;0.433;HUMANO;60.0%
a759b937-8d02-4e0e-8dfc-217e71dd8c75;136.91;0.329;0.680;0.850;57.1%;110.51;17.0;0.329;16.3;301.674;0.325;0.045;0.393;HUMANO;75.0%
a76a3eb5-fc07-40fb-9d1f-118542d6efea;101.61;0.451;0.610;0.795;49.4%;159.78;16.3;0.451;25.1;441.991;0.280;0.022;0.461;HUMANO;95.0%
a76a457a-f6a9-4e91-b0cd-5a52341bb9b2;127.26;0.307;0.676;0.840;55.7%;115.51;20.2;0.307;15.8;533.731;0.375;0.031;0.388;HUMANO;75.0%
a76b837d-9bd2-4222-9ec1-68b4647a927b;68.20;0.466;0.687;0.833;60.4%;144.31;23.2;0.466;14.5;397.243;0.278;0.054;0.429;HUMANO;95.0%
a76cc337-e5ba-4ae4-80b1-d54eb2129195;132.60;0.373;0.665;0.813;55.1%;120.38;15.7;0.373;24.1;162.702;0.269;0.032;0.427;HUMANO;85.0%
a77572f0-f94d-4863-8871-f4d706c26a1b;47.63;0.331;0.625;0.790;47.0%;109.00;18.3;0.331;14.9;271.452;0.322;0.041;0.405;HUMANO;60.0%
a776fae1-70b2-438b-9177-788ff898f02f;115.09;0.423;0.631;0.810;53.3%;141.09;17.6;0.423;26.2;647.210;0.273;0.019;0.426;HUMANO;95.0%
a777b1b9-6ebd-4f02-bc3e-0b0e8a1e7485;100.48;0.434;0.620;0.775;51.9%;193.76;18.5;0.434;19.2;173.742;0.375;0.026;0.444;HUMANO;95.0%
a7836c61-0ea8-4aef-a210-24f84876bb3e;85.50;0.293;0.709;0.833;59.4%;102.53;19.8;0.293;10.9;364.023;0.338;0.062;0.383;HUMANO;65.0%
a78adbb7-91f5-4f90-867c-5bcd8c82ad70;104.68;0.404;0.712;0.800;62.0%;111.41;16.7;0.404;16.1;380.476;0.223;0.017;0.399;HUMANO;95.0%
a78b74a3-d24c-4fc1-bea6-64f6c74ab01d;120.28;0.259;0.740;0.820;66.1%;110.36;18.7;0.259;16.7;416.928;0.326;0.030;0.386;HUMANO;65.0%
a797b040-c929-4eb9-afd2-f922a9117230;112.84;0.357;0.714;0.820;61.9%;124.95;21.6;0.357;21.8;475.830;0.218;0.019;0.388;HUMANO;85.0%
a79cbc47-e4ff-4f69-9bad-fb62aea6491d;113.52;0.395;0.648;0.832;54.2%;124.25;14.0;0.395;26.4;868.333;0.273;0.037;0.392;HUMANO;85.0%
a79d1050-11c9-44af-a188-170ca9d73dcd;79.45;0.367;0.644;0.793;54.8%;186.74;21.0;0.367;25.3;185.023;0.260;0.014;0.468;HUMANO;85.0%
a79dfa00-50a1-45cf-8d8c-adbb691cde07;142.87;0.493;0.629;0.810;52.0%;166.17;18.1;0.493;26.3;370.443;0.319;0.023;0.419;HUMANO;95.0%
a79fff7a-a29d-4182-9cc8-8b96e7f348e2;123.39;0.383;0.630;0.800;53.2%;162.47;14.5;0.383;20.9;462.367;0.252;0.024;0.394;HUMANO;85.0%
a7a794a0-dd68-428e-ac4c-e25d4a979632;149.15;0.359;0.675;0.853;55.5%;115.68;17.5;0.359;20.9;533.500;0.294;0.047;0.382;HUMANO;85.0%
a7b2349f-dccb-4ba0-bec1-319f04bfe77a;128.04;0.329;0.651;0.810;53.3%;119.70;16.8;0.329;28.1;670.947;0.277;0.024;0.401;HUMANO;75.0%
a7b8817d-4fa1-4252-b0fa-950d5b7cd61c;148.36;0.443;0.622;0.787;49.7%;153.10;18.6;0.443;26.0;304.114;0.105;0.013;0.465;HUMANO;95.0%
a7ba768d-5b24-4200-b651-6a0c8ac4d095;123.64;0.242;0.702;0.827;59.0%;108.79;20.6;0.242;19.3;547.496;0.325;0.016;0.422;HUMANO;60.0%
a7bdd0d8-f050-49be-b7b4-ce1598722c85;130.80;0.190;0.682;0.853;54.7%;97.58;19.7;0.190;11.5;209.021;0.404;0.040;0.388;HUMANO;60.0%
a7c25c65-564d-4a89-821e-71ae5513f8fa;103.04;0.332;0.654;0.820;55.1%;140.25;23.5;0.332;5.2;183.818;0.317;0.036;0.454;HUMANO;75.0%
a7c32f80-15aa-4205-83d4-930fb701a1e3;55.78;0.291;0.647;0.770;51.9%;174.12;22.7;0.291;17.3;410.950;0.366;0.004;0.474;HUMANO;65.0%
a7c6ec82-055d-41c6-9812-299cd8b7c0a3;88.31;0.277;0.720;0.833;62.6%;103.25;23.8;0.277;12.6;518.975;0.342;0.037;0.390;HUMANO;65.0%
a7c92262-5ff0-4b59-aeab-2b1d43aac578;95.31;0.395;0.559;0.772;42.5%;155.31;19.0;0.395;22.4;862.657;0.352;0.033;0.444;HUMANO;75.0%
a7cb2787-f0d9-4d1f-b8fc-a42513afcc04;187.80;0.369;0.652;0.835;56.1%;116.82;17.8;0.369;15.7;248.985;0.362;0.014;0.409;HUMANO;70.0%
a7ce9e30-8e69-4a9e-8cb3-df100107da3d;92.55;0.253;0.662;0.813;56.9%;172.66;20.4;0.253;14.9;183.203;0.310;0.012;0.450;HUMANO;65.0%
a7d0f8f2-ed00-47e8-a6b8-a75045454b4f;134.75;0.275;0.635;0.820;51.7%;149.20;22.0;0.275;8.6;558.609;0.318;0.024;0.395;HUMANO;65.0%
a7d112f3-caeb-4ed9-aeb4-0acb2755a277;186.55;0.278;0.714;0.847;60.2%;89.50;15.2;0.278;19.5;274.804;0.225;0.020;0.391;IA;50.0%
a7d982d9-b00c-4abd-8e37-0056c24bcc41;168.79;0.435;0.646;0.815;52.4%;115.47;17.2;0.435;21.4;703.869;0.267;0.021;0.432;HUMANO;80.0%
a7db2f53-f90b-46a7-9b74-c2d26c3282c7;118.89;0.234;0.699;0.813;62.2%;119.74;18.2;0.234;20.0;296.265;0.318;0.036;0.398;IA;60.0%
a7e37360-8434-45b0-9ec0-3554e153dbcc;110.98;0.434;0.580;0.800;47.2%;134.59;17.8;0.434;19.3;812.219;0.326;0.015;0.414;HUMANO;85.0%
a7eb6f66-837c-4399-bc12-91de34780990;138.85;0.336;0.744;0.860;64.7%;100.26;19.8;0.336;16.5;200.302;0.320;0.017;0.365;HUMANO;75.0%
a7ee6f25-dc10-496e-9096-7c42dc766777;89.95;0.517;0.683;0.827;56.9%;162.79;21.0;0.517;21.9;639.965;0.325;0.035;0.413;HUMANO;95.0%
a7f5a931-091e-4f25-bdc8-2ffd2c4469fa;81.62;0.474;0.620;0.787;49.7%;153.28;17.3;0.474;17.0;1184.411;0.319;0.041;0.449;HUMANO;95.0%
a7f77d05-0a18-48ec-80d6-04531213956a;99.10;0.533;0.580;0.765;42.9%;141.23;14.4;0.533;23.2;802.645;0.335;0.043;0.391;HUMANO;85.0%
a7f78745-e528-4d82-921d-6eed4f85a24a;134.34;0.443;0.667;0.787;58.1%;174.98;15.6;0.443;30.0;453.477;0.329;0.034;0.409;HUMANO;95.0%
a7fa0d6b-ad1d-483b-b6b3-f1f687f81eaa;164.71;0.486;0.627;0.795;53.6%;142.85;17.6;0.486;22.6;506.454;0.303;0.027;0.474;HUMANO;80.0%
a8029f05-5d48-4e35-996f-1d4462ea1a67;107.03;0.257;0.650;0.810;54.4%;147.41;22.2;0.257;29.0;398.614;0.284;0.041;0.384;HUMANO;65.0%
a8073647-cce3-4c22-8380-8a0f77d53394;225.26;0.174;0.718;0.853;62.1%;99.59;16.3;0.174;5.0;442.484;0.201;0.010;0.401;IA;35.0%
a80c3112-e2b0-4258-91ae-089a0e355c0c;117.50;0.431;0.721;0.853;61.7%;129.03;19.6;0.431;17.2;205.734;0.313;0.043;0.416;HUMANO;95.0%
a8105f01-e3e0-4ccf-9e50-f2e41a6cd2b4;146.61;0.491;0.675;0.830;57.8%;123.48;17.4;0.491;19.2;592.720;0.345;0.024;0.398;HUMANO;95.0%
a81e83fe-eb0e-4013-9087-e7b9347a6801;79.31;0.431;0.648;0.820;54.2%;123.89;18.1;0.431;14.6;820.362;0.308;0.029;0.394;HUMANO;95.0%
a82b86de-f444-4259-ae28-204282932a7b;82.03;0.450;0.683;0.815;60.6%;131.61;23.2;0.450;14.4;713.335;0.356;0.025;0.390;HUMANO;95.0%
a82d021f-a75f-4622-a150-e048c25ceecb;63.27;0.183;0.576;0.740;46.1%;177.11;22.1;0.183;24.9;501.077;0.355;0.040;0.475;IA;50.0%
a82d1fdb-97c5-4d30-8854-9fb15713e86c;86.89;0.307;0.653;0.800;51.1%;122.68;16.4;0.307;8.8;754.618;0.264;0.040;0.369;HUMANO;75.0%
a82ea145-f87c-4f94-b6db-716493fcc871;63.83;0.288;0.712;0.847;58.8%;82.02;17.0;0.288;13.2;293.816;0.387;0.016;0.405;HUMANO;65.0%
a82f4c20-0755-42a5-adf2-6dc3417071b6;126.48;0.465;0.647;0.800;52.4%;130.97;19.0;0.465;21.0;626.894;0.343;0.019;0.428;HUMANO;95.0%
a831bfdf-ebe0-4945-a4ac-2b33600e219f;105.54;0.534;0.633;0.813;49.0%;119.22;18.0;0.534;29.1;801.093;0.319;0.019;0.464;HUMANO;95.0%
a8375ad7-834c-41d0-9143-eccdeafc7fde;71.98;0.537;0.559;0.750;44.1%;234.95;16.5;0.537;36.0;866.501;0.285;0.040;0.474;HUMANO;85.0%
a838d493-6b7f-465f-a3eb-faabf8bb698e;142.58;0.445;0.585;0.785;46.4%;153.81;15.7;0.445;31.3;338.060;0.332;0.028;0.452;HUMANO;85.0%
a83c5279-f36f-49b4-ba62-f9d173869532;110.78;0.441;0.634;0.780;52.2%;148.48;16.2;0.441;26.1;574.841;0.341;0.030;0.434;HUMANO;95.0%
a8423485-574e-4c05-9177-8601132f5182;125.16;0.359;0.647;0.790;55.5%;172.97;27.5;0.359;7.8;185.102;0.401;0.016;0.422;HUMANO;85.0%
